Price,Open,High,Low,Close,Volume
Ticker,XRP-USD,XRP-USD,XRP-USD,XRP-USD,XRP-USD
Date,,,,,
2020-10-05,0.2542009949684143,0.25818899273872375,0.25382301211357117,0.25571900606155396,1851962086
2020-10-12,0.2556680142879486,0.2600489854812622,0.23849999904632568,0.24222500622272491,11892369401
2020-10-19,0.24230800569057465,0.26346299052238464,0.24049699306488037,0.25321298837661743,13297050614
2020-10-26,0.25321298837661743,0.2584080100059509,0.23282800614833832,0.23979699611663818,18812345615
2020-11-02,0.2398039996623993,0.266416996717453,0.22877199947834015,0.2539390027523041,20793375186
2020-11-09,0.2539390027523041,0.27701398730278015,0.24611499905586243,0.2696419954299927,22859317494
2020-11-16,0.2696410119533539,0.4919019937515259,0.26805299520492554,0.44369998574256897,62611250137
2020-11-23,0.44370099902153015,0.7680190205574036,0.43473199009895325,0.6062459945678711,152063471493
2020-11-30,0.6062890291213989,0.6791579723358154,0.5466870069503784,0.6198509931564331,85617879552
2020-12-07,0.6197140216827393,0.6228320002555847,0.48728200793266296,0.51146399974823,68533356541
2020-12-14,0.5116080045700073,0.6539090275764465,0.4420279860496521,0.5560579895973206,88488657908
2020-12-21,0.555961012840271,0.5677670240402222,0.22136299312114716,0.28303900361061096,97079135359
2020-12-28,0.28336599469184875,0.3060159981250763,0.17483100295066833,0.2258480042219162,51389951907
2021-01-04,0.22603799402713776,0.36529600620269775,0.21972200274467468,0.31833600997924805,61686185032
2021-01-11,0.31794100999832153,0.31794100999832153,0.2594679892063141,0.2773840129375458,39013930556
2021-01-18,0.27737200260162354,0.32618799805641174,0.24491700530052185,0.2735089957714081,27797135146
2021-01-25,0.27347299456596375,0.49970200657844543,0.24553200602531433,0.49231401085853577,68294849291
2021-02-01,0.4925119876861572,0.7448210120201111,0.3442690074443817,0.41795799136161804,94945776090
2021-02-08,0.4177660048007965,0.6370350122451782,0.4127190113067627,0.5941929817199707,79160442260
2021-02-15,0.5934529900550842,0.600051999092102,0.4824399948120117,0.5485600233078003,57187013412
2021-02-22,0.5483239889144897,0.6398509740829468,0.3793019950389862,0.41495299339294434,62654818042
2021-03-01,0.4151090085506439,0.4931420087814331,0.4135870039463043,0.46686699986457825,25679547157
2021-03-08,0.4668880105018616,0.48764699697494507,0.43301498889923096,0.442111998796463,22113987518
2021-03-15,0.44208699464797974,0.5529289841651917,0.42654699087142944,0.5198349952697754,33029440930
2021-03-22,0.5198100209236145,0.6026179790496826,0.4692850112915039,0.5507559776306152,41137845628
2021-03-29,0.5506449937820435,0.6533499956130981,0.5447459816932678,0.6467289924621582,33732772896
2021-04-05,0.6467030048370361,1.4920719861984253,0.633974015712738,1.3605300188064575,155208834433
2021-04-12,1.3540040254592896,1.9649970531463623,1.1746649742126465,1.4059979915618896,146805095567
2021-04-19,1.4094569683074951,1.5303809642791748,0.901078999042511,1.032256007194519,98040023170
2021-04-26,1.0351829528808594,1.6650110483169556,1.016921043395996,1.5626410245895386,75209309649
2021-05-03,1.5624929666519165,1.7588200569152832,1.3386640548706055,1.5352929830551147,74879506727
2021-05-10,1.5344070196151733,1.6257410049438477,1.2094570398330688,1.452605962753296,74083765856
2021-05-17,1.4492039680480957,1.7022089958190918,0.6522539854049683,0.7970150113105774,93135802032
2021-05-24,0.7931619882583618,1.06694495677948,0.7585899829864502,0.9066089987754822,43773875383
2021-05-31,0.9063839912414551,1.0996390581130981,0.8825560212135315,0.945285975933075,29347517497
2021-06-07,0.9467179775238037,0.9743459820747375,0.7886430025100708,0.8831599950790405,23399876769
2021-06-14,0.8830479979515076,0.926110029220581,0.6993719935417175,0.7763770222663879,19978535584
2021-06-21,0.7747949957847595,0.7797899842262268,0.5127099752426147,0.6469230055809021,23762826686
2021-06-28,0.6482849717140198,0.7277259826660156,0.624550998210907,0.6949449777603149,17119931964
2021-07-05,0.6956530213356018,0.6956530213356018,0.5936599969863892,0.6359350085258484,14105962125
2021-07-12,0.6363419890403748,0.6572099924087524,0.5732390284538269,0.5879219770431519,13008729324
2021-07-19,0.5872250199317932,0.6206960082054138,0.5179100036621094,0.6063569784164429,14744779764
2021-07-26,0.6068909764289856,0.7762830257415771,0.6052989959716797,0.7259219884872437,25320219740
2021-08-02,0.7241449952125549,0.8383809924125671,0.6978359818458557,0.7787389755249023,21155322539
2021-08-09,0.7790120244026184,1.3491740226745605,0.7609090209007263,1.288159966468811,53001684205
2021-08-16,1.2849290370941162,1.3268990516662598,1.056771993637085,1.2277220487594604,46334061871
2021-08-23,1.2268120050430298,1.3042199611663818,1.0526419878005981,1.1408319473266602,34234544861
2021-08-30,1.1423360109329224,1.3215210437774658,1.0922499895095825,1.3054980039596558,34186155400
2021-09-06,1.3073170185089111,1.4137669801712036,0.838254988193512,1.119636058807373,46369883458
2021-09-13,1.1194230318069458,1.1293209791183472,1.0296469926834106,1.0484280586242676,21383670210
2021-09-20,1.0489840507507324,1.0504059791564941,0.8607339859008789,0.944720983505249,29745618424
2021-09-27,0.9459580183029175,1.0884380340576172,0.8879479765892029,1.0551700592041016,24949793633
2021-10-04,1.055770993232727,1.2276630401611328,1.0107049942016602,1.1384530067443848,26001626588
2021-10-11,1.1373000144958496,1.185520052909851,1.02736496925354,1.0934679508209229,27211837001
2021-10-18,1.0948339700698853,1.1636699438095093,1.0580439567565918,1.0842829942703247,20975443248
2021-10-25,1.0833070278167725,1.158342957496643,0.9702050089836121,1.113247036933899,29909544177
2021-11-01,1.1131529808044434,1.2537280321121216,1.0726569890975952,1.2175339460372925,28589618678
2021-11-08,1.2210299968719482,1.3476619720458984,1.1258280277252197,1.1885969638824463,32422696028
2021-11-15,1.1888240575790405,1.2198829650878906,1.0205849409103394,1.0601730346679688,25281962245
2021-11-22,1.0601259469985962,1.0745489597320557,0.896573007106781,0.9687510132789612,21511388467
2021-11-29,0.9698219895362854,1.0301209688186646,0.6145049929618835,0.8055949807167053,23927498364
2021-12-06,0.8060470223426819,0.9305409789085388,0.7523319721221924,0.841323971748352,20714989733
2021-12-13,0.8413529992103577,0.848334014415741,0.7644910216331482,0.8350329995155334,17000429787
2021-12-20,0.8359389901161194,1.0165590047836304,0.8263760209083557,0.921180009841919,22846890315
2021-12-27,0.9208040237426758,0.9558849930763245,0.8044999837875366,0.8591179847717285,12029053102
2022-01-03,0.8591070175170898,0.8591070175170898,0.7278029918670654,0.7545049786567688,12665023191
2022-01-10,0.7544280290603638,0.8060479760169983,0.7054790258407593,0.778954029083252,11076438755
2022-01-17,0.7789989709854126,0.7801799774169922,0.5594210028648376,0.6287559866905212,14230669692
2022-01-24,0.6287699937820435,0.6525490283966064,0.5586680173873901,0.603181004524231,11527084353
2022-01-31,0.6030629873275757,0.6851930022239685,0.5828480124473572,0.6836469769477844,9073306282
2022-02-07,0.6835920214653015,0.9111369848251343,0.6744019985198975,0.8102729916572571,26959719494
2022-02-14,0.8098729848861694,0.8558570146560669,0.7582229971885681,0.7782959938049316,18894411462
2022-02-21,0.7781599760055542,0.7997499704360962,0.6270939707756042,0.721992015838623,24202650185
2022-02-28,0.721930980682373,0.8006349802017212,0.705610990524292,0.7259939908981323,17065710064
2022-03-07,0.7260109782218933,0.8459619879722595,0.709958016872406,0.7613509893417358,19005012901
2022-03-14,0.7613760232925415,0.825232982635498,0.7456349730491638,0.8061209917068481,13811647488
2022-03-21,0.8059629797935486,0.8629260063171387,0.7921599745750427,0.8573430180549622,13372827220
2022-03-28,0.8574079871177673,0.9080860018730164,0.8038809895515442,0.8429499864578247,14834438915
2022-04-04,0.8429229855537415,0.8429520130157471,0.7508929967880249,0.7566140294075012,11319948968
2022-04-11,0.7564219832420349,0.7971289753913879,0.6857380270957947,0.7531539797782898,13528024914
2022-04-18,0.7531870007514954,0.7801910042762756,0.6980249881744385,0.6987389922142029,12079782742
2022-04-25,0.698756992816925,0.7040960192680359,0.5810499787330627,0.6078439950942993,13075848593
2022-05-02,0.6078190207481384,0.655036985874176,0.5627570152282715,0.5665270090103149,12049170939
2022-05-09,0.566519021987915,0.5759940147399902,0.3449540138244629,0.4473710060119629,23083541638
2022-05-16,0.4474070072174072,0.44756901264190674,0.39748701453208923,0.42233699560165405,10088409651
2022-05-23,0.42225998640060425,0.42783498764038086,0.37816599011421204,0.3890160024166107,10017517124
2022-05-30,0.3890190124511719,0.42967599630355835,0.3855000138282776,0.3953799903392792,8718965021
2022-06-06,0.3954020142555237,0.4164769947528839,0.34160900115966797,0.3454900085926056,8889541828
2022-06-13,0.34540900588035583,0.3488770127296448,0.2905789911746979,0.3260529935359955,12200742013
2022-06-20,0.3260200023651123,0.3846589922904968,0.3142409920692444,0.3588640093803406,8381697483
2022-06-27,0.3588629961013794,0.36599200963974,0.307668000459671,0.3217029869556427,7165921131
2022-07-04,0.3216879963874817,0.3565090000629425,0.31434598565101624,0.3256630003452301,7270821667
2022-07-11,0.32565900683403015,0.359919011592865,0.3043299913406372,0.34341201186180115,10591118609
2022-07-18,0.343423992395401,0.38106000423431396,0.343423992395401,0.3592599928379059,8895858034
2022-07-25,0.3592270016670227,0.40793898701667786,0.3264259994029999,0.3804579973220825,10306101821
2022-08-01,0.3803519904613495,0.3914799988269806,0.3645409941673279,0.3725059926509857,6308431177
2022-08-08,0.3725149929523468,0.3909299969673157,0.36007198691368103,0.3764509856700897,10218416461
2022-08-15,0.3764509856700897,0.39089301228523254,0.333622008562088,0.3453019857406616,7642995004
2022-08-22,0.3452819883823395,0.36956799030303955,0.3230940103530884,0.3230949938297272,7031142664
2022-08-29,0.3230549991130829,0.33548200130462646,0.31939199566841125,0.3317990005016327,5490784874
2022-09-05,0.3317990005016327,0.3612470030784607,0.31593799591064453,0.355118989944458,7282140775
2022-09-12,0.35514500737190247,0.39694100618362427,0.32354098558425903,0.35832300782203674,10753955985
2022-09-19,0.3583369851112366,0.552282989025116,0.3417620062828064,0.49262699484825134,29751998022
2022-09-26,0.49268099665641785,0.5029749870300293,0.4195629954338074,0.44885000586509705,18566718117
