,Week,Interest,Country,Crypto
2632,2020-12-27,21,Brasil,Ethereum
2633,2021-01-03,51,Brasil,Ethereum
2634,2021-01-10,40,Brasil,Ethereum
2635,2021-01-17,36,Brasil,Ethereum
2636,2021-01-24,35,Brasil,Ethereum
2637,2021-01-31,41,Brasil,Ethereum
2638,2021-02-07,47,Brasil,Ethereum
2639,2021-02-14,44,Brasil,Ethereum
2640,2021-02-21,41,Brasil,Ethereum
2641,2021-02-28,32,Brasil,Ethereum
2642,2021-03-07,36,Brasil,Ethereum
2643,2021-03-14,33,Brasil,Ethereum
2644,2021-03-21,29,Brasil,Ethereum
2645,2021-03-28,38,Brasil,Ethereum
2646,2021-04-04,35,Brasil,Ethereum
2647,2021-04-11,55,Brasil,Ethereum
2648,2021-04-18,47,Brasil,Ethereum
2649,2021-04-25,44,Brasil,Ethereum
2650,2021-05-02,83,Brasil,Ethereum
2651,2021-05-09,100,Brasil,Ethereum
2652,2021-05-16,87,Brasil,Ethereum
2653,2021-05-23,69,Brasil,Ethereum
2654,2021-05-30,47,Brasil,Ethereum
2655,2021-06-06,42,Brasil,Ethereum
2656,2021-06-13,38,Brasil,Ethereum
2657,2021-06-20,41,Brasil,Ethereum
2658,2021-06-27,40,Brasil,Ethereum
2659,2021-07-04,38,Brasil,Ethereum
2660,2021-07-11,35,Brasil,Ethereum
2661,2021-07-18,35,Brasil,Ethereum
2662,2021-07-25,44,Brasil,Ethereum
2663,2021-08-01,60,Brasil,Ethereum
2664,2021-08-08,57,Brasil,Ethereum
2665,2021-08-15,49,Brasil,Ethereum
2666,2021-08-22,45,Brasil,Ethereum
2667,2021-08-29,46,Brasil,Ethereum
2668,2021-09-05,47,Brasil,Ethereum
2669,2021-09-12,38,Brasil,Ethereum
2670,2021-09-19,37,Brasil,Ethereum
2671,2021-09-26,34,Brasil,Ethereum
2672,2021-10-03,39,Brasil,Ethereum
2673,2021-10-10,40,Brasil,Ethereum
2674,2021-10-17,46,Brasil,Ethereum
2675,2021-10-24,42,Brasil,Ethereum
2676,2021-10-31,43,Brasil,Ethereum
2677,2021-11-07,43,Brasil,Ethereum
2678,2021-11-14,41,Brasil,Ethereum
2679,2021-11-21,37,Brasil,Ethereum
2680,2021-11-28,40,Brasil,Ethereum
2681,2021-12-05,44,Brasil,Ethereum
2682,2021-12-12,42,Brasil,Ethereum
2683,2021-12-19,42,Brasil,Ethereum
2684,2021-12-26,40,Brasil,Ethereum
2685,2022-01-02,53,Brasil,Ethereum
2686,2022-01-09,48,Brasil,Ethereum
2687,2022-01-16,51,Brasil,Ethereum
2688,2022-01-23,72,Brasil,Ethereum
2689,2022-01-30,59,Brasil,Ethereum
2690,2022-02-06,54,Brasil,Ethereum
2691,2022-02-13,50,Brasil,Ethereum
2692,2022-02-20,64,Brasil,Ethereum
2693,2022-02-27,57,Brasil,Ethereum
2694,2022-03-06,40,Brasil,Ethereum
2695,2022-03-13,43,Brasil,Ethereum
2696,2022-03-20,45,Brasil,Ethereum
2697,2022-03-27,47,Brasil,Ethereum
2698,2022-04-03,35,Brasil,Ethereum
2699,2022-04-10,36,Brasil,Ethereum
2700,2022-04-17,35,Brasil,Ethereum
2701,2022-04-24,32,Brasil,Ethereum
2702,2022-05-01,30,Brasil,Ethereum
2703,2022-05-08,51,Brasil,Ethereum
2704,2022-05-15,36,Brasil,Ethereum
2705,2022-05-22,37,Brasil,Ethereum
2706,2022-05-29,33,Brasil,Ethereum
2707,2022-06-05,31,Brasil,Ethereum
2708,2022-06-12,68,Brasil,Ethereum
2709,2022-06-19,51,Brasil,Ethereum
2710,2022-06-26,45,Brasil,Ethereum
2711,2022-07-03,40,Brasil,Ethereum
2712,2022-07-10,41,Brasil,Ethereum
2713,2022-07-17,76,Brasil,Ethereum
2714,2022-07-24,65,Brasil,Ethereum
2715,2022-07-31,49,Brasil,Ethereum
2716,2022-08-07,50,Brasil,Ethereum
2717,2022-08-14,53,Brasil,Ethereum
2718,2022-08-21,47,Brasil,Ethereum
2719,2022-08-28,43,Brasil,Ethereum
2720,2022-09-04,47,Brasil,Ethereum
2721,2022-09-11,76,Brasil,Ethereum
2722,2022-09-18,61,Brasil,Ethereum
2723,2022-09-25,36,Brasil,Ethereum
2724,2022-10-02,28,Brasil,Ethereum
2725,2022-10-09,31,Brasil,Ethereum
2726,2022-10-16,27,Brasil,Ethereum
2727,2022-10-23,34,Brasil,Ethereum
2728,2022-10-30,33,Brasil,Ethereum
2729,2022-11-06,43,Brasil,Ethereum
2730,2022-11-13,37,Brasil,Ethereum
2731,2022-11-20,33,Brasil,Ethereum
2732,2022-11-27,28,Brasil,Ethereum
2733,2022-12-04,24,Brasil,Ethereum
2734,2022-12-11,27,Brasil,Ethereum
2735,2022-12-18,26,Brasil,Ethereum
2736,2022-12-25,23,Brasil,Ethereum
2737,2023-01-01,27,Brasil,Ethereum
2738,2023-01-08,32,Brasil,Ethereum
2739,2023-01-15,38,Brasil,Ethereum
2740,2023-01-22,34,Brasil,Ethereum
2741,2023-01-29,31,Brasil,Ethereum
2742,2023-02-05,28,Brasil,Ethereum
2743,2023-02-12,29,Brasil,Ethereum
2744,2023-02-19,27,Brasil,Ethereum
2745,2023-02-26,28,Brasil,Ethereum
2746,2023-03-05,25,Brasil,Ethereum
2747,2023-03-12,33,Brasil,Ethereum
2748,2023-03-19,31,Brasil,Ethereum
2749,2023-03-26,28,Brasil,Ethereum
2750,2023-04-02,26,Brasil,Ethereum
2751,2023-04-09,31,Brasil,Ethereum
2752,2023-04-16,30,Brasil,Ethereum
2753,2023-04-23,25,Brasil,Ethereum
2754,2023-04-30,22,Brasil,Ethereum
2755,2023-05-07,20,Brasil,Ethereum
2756,2023-05-14,19,Brasil,Ethereum
2757,2023-05-21,17,Brasil,Ethereum
2758,2023-05-28,17,Brasil,Ethereum
2759,2023-06-04,19,Brasil,Ethereum
2760,2023-06-11,21,Brasil,Ethereum
2761,2023-06-18,21,Brasil,Ethereum
2762,2023-06-25,20,Brasil,Ethereum
2763,2023-07-02,20,Brasil,Ethereum
2764,2023-07-09,20,Brasil,Ethereum
2765,2023-07-16,17,Brasil,Ethereum
2766,2023-07-23,17,Brasil,Ethereum
2767,2023-07-30,17,Brasil,Ethereum
2768,2023-08-06,17,Brasil,Ethereum
2769,2023-08-13,21,Brasil,Ethereum
2770,2023-08-20,17,Brasil,Ethereum
2771,2023-08-27,16,Brasil,Ethereum
2772,2023-09-03,15,Brasil,Ethereum
2773,2023-09-10,16,Brasil,Ethereum
2774,2023-09-17,13,Brasil,Ethereum
2775,2023-09-24,13,Brasil,Ethereum
2776,2023-10-01,16,Brasil,Ethereum
2777,2023-10-08,15,Brasil,Ethereum
2778,2023-10-15,14,Brasil,Ethereum
2779,2023-10-22,20,Brasil,Ethereum
2780,2023-10-29,17,Brasil,Ethereum
2781,2023-11-05,20,Brasil,Ethereum
2782,2023-11-12,21,Brasil,Ethereum
2783,2023-11-19,19,Brasil,Ethereum
2784,2023-11-26,16,Brasil,Ethereum
2785,2023-12-03,25,Brasil,Ethereum
2786,2023-12-10,23,Brasil,Ethereum
2787,2023-12-17,22,Brasil,Ethereum
2788,2023-12-24,24,Brasil,Ethereum
2789,2023-12-31,25,Brasil,Ethereum
2790,2024-01-07,34,Brasil,Ethereum
2791,2024-01-14,28,Brasil,Ethereum
2792,2024-01-21,24,Brasil,Ethereum
2793,2024-01-28,20,Brasil,Ethereum
2794,2024-02-04,20,Brasil,Ethereum
2795,2024-02-11,31,Brasil,Ethereum
2796,2024-02-18,30,Brasil,Ethereum
2797,2024-02-25,43,Brasil,Ethereum
2798,2024-03-03,51,Brasil,Ethereum
2799,2024-03-10,52,Brasil,Ethereum
2800,2024-03-17,40,Brasil,Ethereum
2801,2024-03-24,35,Brasil,Ethereum
2802,2024-03-31,32,Brasil,Ethereum
2803,2024-04-07,36,Brasil,Ethereum
2804,2024-04-14,33,Brasil,Ethereum
2805,2024-04-21,27,Brasil,Ethereum
2806,2024-04-28,27,Brasil,Ethereum
2807,2024-05-05,20,Brasil,Ethereum
2808,2024-05-12,22,Brasil,Ethereum
2809,2024-05-19,55,Brasil,Ethereum
2810,2024-05-26,37,Brasil,Ethereum
2811,2024-06-02,37,Brasil,Ethereum
2812,2024-06-09,29,Brasil,Ethereum
2813,2024-06-16,26,Brasil,Ethereum
2814,2024-06-23,25,Brasil,Ethereum
2815,2024-06-30,26,Brasil,Ethereum
2816,2024-07-07,25,Brasil,Ethereum
2817,2024-07-14,32,Brasil,Ethereum
2818,2024-07-21,37,Brasil,Ethereum
2819,2024-07-28,30,Brasil,Ethereum
2820,2024-08-04,43,Brasil,Ethereum
2821,2024-08-11,29,Brasil,Ethereum
2822,2024-08-18,26,Brasil,Ethereum
2823,2024-08-25,25,Brasil,Ethereum
2824,2024-09-01,24,Brasil,Ethereum
2825,2024-09-08,22,Brasil,Ethereum
2826,2024-09-15,23,Brasil,Ethereum
2827,2024-09-22,18,Brasil,Ethereum
2828,2024-09-29,13,Brasil,Ethereum
2829,2024-10-06,10,Brasil,Ethereum
2830,2024-10-13,14,Brasil,Ethereum
2831,2024-10-20,15,Brasil,Ethereum
2832,2024-10-27,21,Brasil,Ethereum
2833,2024-11-03,30,Brasil,Ethereum
2834,2024-11-10,45,Brasil,Ethereum
2835,2024-11-17,35,Brasil,Ethereum
2836,2024-11-24,42,Brasil,Ethereum
2837,2024-12-01,45,Brasil,Ethereum
2838,2024-12-08,44,Brasil,Ethereum
2839,2024-12-15,49,Brasil,Ethereum
2840,2024-12-22,42,Brasil,Ethereum
2841,2024-12-29,24,Brasil,Ethereum
2842,2025-01-05,21,Brasil,Ethereum
2843,2025-01-12,21,Brasil,Ethereum
2844,2025-01-19,23,Brasil,Ethereum
2845,2025-01-26,19,Brasil,Ethereum
2846,2025-02-02,23,Brasil,Ethereum
2847,2025-02-09,14,Brasil,Ethereum
2848,2025-02-16,14,Brasil,Ethereum
2849,2025-02-23,18,Brasil,Ethereum
2850,2025-03-02,16,Brasil,Ethereum
2851,2025-03-09,15,Brasil,Ethereum
2852,2025-03-16,11,Brasil,Ethereum
2853,2025-03-23,11,Brasil,Ethereum
2854,2025-03-30,11,Brasil,Ethereum
2855,2025-04-06,14,Brasil,Ethereum
2856,2025-04-13,10,Brasil,Ethereum
2857,2025-04-20,13,Brasil,Ethereum
2858,2025-04-27,10,Brasil,Ethereum
2859,2025-05-04,18,Brasil,Ethereum
2860,2025-05-11,22,Brasil,Ethereum
2861,2025-05-18,21,Brasil,Ethereum
2862,2025-05-25,18,Brasil,Ethereum
2863,2025-06-01,15,Brasil,Ethereum
2864,2025-06-08,19,Brasil,Ethereum
2865,2025-06-15,16,Brasil,Ethereum
2866,2025-06-22,16,Brasil,Ethereum
2867,2025-06-29,14,Brasil,Ethereum
2868,2025-07-06,22,Brasil,Ethereum
2869,2025-07-13,38,Brasil,Ethereum
2870,2025-07-20,37,Brasil,Ethereum
2871,2025-07-27,28,Brasil,Ethereum
2872,2025-08-03,27,Brasil,Ethereum
2873,2025-08-10,39,Brasil,Ethereum
2874,2025-08-17,30,Brasil,Ethereum
2875,2025-08-24,30,Brasil,Ethereum
2876,2025-08-31,23,Brasil,Ethereum
2877,2025-09-07,21,Brasil,Ethereum
2878,2025-09-14,32,Brasil,Ethereum
2879,2025-09-21,24,Brasil,Ethereum
2880,2025-09-28,21,Brasil,Ethereum
2881,2025-10-05,22,Brasil,Ethereum
2882,2020-10-04,0,China,Ethereum
2883,2020-10-11,0,China,Ethereum
2884,2020-10-18,0,China,Ethereum
2885,2020-10-25,0,China,Ethereum
2886,2020-11-01,0,China,Ethereum
2887,2020-11-08,0,China,Ethereum
2888,2020-11-15,0,China,Ethereum
2889,2020-11-22,0,China,Ethereum
2890,2020-11-29,45,China,Ethereum
2891,2020-12-06,0,China,Ethereum
2892,2020-12-13,0,China,Ethereum
2893,2020-12-20,0,China,Ethereum
2894,2020-12-27,0,China,Ethereum
2895,2021-01-03,40,China,Ethereum
2896,2021-01-10,43,China,Ethereum
2897,2021-01-17,49,China,Ethereum
2898,2021-01-24,30,China,Ethereum
2899,2021-01-31,32,China,Ethereum
2900,2021-02-07,41,China,Ethereum
2901,2021-02-14,45,China,Ethereum
2902,2021-02-21,55,China,Ethereum
2903,2021-02-28,31,China,Ethereum
2904,2021-03-07,43,China,Ethereum
2905,2021-03-14,32,China,Ethereum
2906,2021-03-21,25,China,Ethereum
2907,2021-03-28,26,China,Ethereum
2908,2021-04-04,31,China,Ethereum
2909,2021-04-11,36,China,Ethereum
2910,2021-04-18,35,China,Ethereum
2911,2021-04-25,34,China,Ethereum
2912,2021-05-02,71,China,Ethereum
2913,2021-05-09,80,China,Ethereum
2914,2021-05-16,74,China,Ethereum
2915,2021-05-23,63,China,Ethereum
2916,2021-05-30,45,China,Ethereum
2917,2021-06-06,29,China,Ethereum
2918,2021-06-13,34,China,Ethereum
2919,2021-06-20,34,China,Ethereum
2920,2021-06-27,29,China,Ethereum
2921,2021-07-04,28,China,Ethereum
2922,2021-07-11,24,China,Ethereum
2923,2021-07-18,24,China,Ethereum
2924,2021-07-25,22,China,Ethereum
2925,2021-08-01,33,China,Ethereum
2926,2021-08-08,32,China,Ethereum
2927,2021-08-15,25,China,Ethereum
2928,2021-08-22,23,China,Ethereum
2929,2021-08-29,41,China,Ethereum
2930,2021-09-05,33,China,Ethereum
2931,2021-09-12,28,China,Ethereum
2932,2021-09-19,32,China,Ethereum
2933,2021-09-26,21,China,Ethereum
2934,2021-10-03,37,China,Ethereum
2935,2021-10-10,29,China,Ethereum
2936,2021-10-17,27,China,Ethereum
2937,2021-10-24,28,China,Ethereum
2938,2021-10-31,23,China,Ethereum
2939,2021-11-07,28,China,Ethereum
2940,2021-11-14,36,China,Ethereum
2941,2021-11-21,42,China,Ethereum
2942,2021-11-28,38,China,Ethereum
2943,2021-12-05,40,China,Ethereum
2944,2021-12-12,36,China,Ethereum
2945,2021-12-19,23,China,Ethereum
2946,2021-12-26,38,China,Ethereum
2947,2022-01-02,51,China,Ethereum
2948,2022-01-09,43,China,Ethereum
2949,2022-01-16,42,China,Ethereum
2950,2022-01-23,69,China,Ethereum
2951,2022-01-30,49,China,Ethereum
2952,2022-02-06,48,China,Ethereum
2953,2022-02-13,38,China,Ethereum
2954,2022-02-20,41,China,Ethereum
2955,2022-02-27,32,China,Ethereum
2956,2022-03-06,31,China,Ethereum
2957,2022-03-13,45,China,Ethereum
2958,2022-03-20,37,China,Ethereum
2959,2022-03-27,42,China,Ethereum
2960,2022-04-03,30,China,Ethereum
2961,2022-04-10,42,China,Ethereum
2962,2022-04-17,33,China,Ethereum
2963,2022-04-24,38,China,Ethereum
2964,2022-05-01,43,China,Ethereum
2965,2022-05-08,51,China,Ethereum
2966,2022-05-15,36,China,Ethereum
2967,2022-05-22,41,China,Ethereum
2968,2022-05-29,28,China,Ethereum
2969,2022-06-05,40,China,Ethereum
2970,2022-06-12,52,China,Ethereum
2971,2022-06-19,45,China,Ethereum
2972,2022-06-26,38,China,Ethereum
2973,2022-07-03,30,China,Ethereum
2974,2022-07-10,39,China,Ethereum
2975,2022-07-17,41,China,Ethereum
2976,2022-07-24,32,China,Ethereum
2977,2022-07-31,29,China,Ethereum
2978,2022-08-07,37,China,Ethereum
2979,2022-08-14,37,China,Ethereum
2980,2022-08-21,28,China,Ethereum
2981,2022-08-28,32,China,Ethereum
2982,2022-09-04,34,China,Ethereum
2983,2022-09-11,100,China,Ethereum
2984,2022-09-18,47,China,Ethereum
2985,2022-09-25,29,China,Ethereum
2986,2022-10-02,23,China,Ethereum
2987,2022-10-09,39,China,Ethereum
2988,2022-10-16,24,China,Ethereum
2989,2022-10-23,20,China,Ethereum
2990,2022-10-30,23,China,Ethereum
2991,2022-11-06,28,China,Ethereum
2992,2022-11-13,31,China,Ethereum
2993,2022-11-20,30,China,Ethereum
2994,2022-11-27,18,China,Ethereum
2995,2022-12-04,17,China,Ethereum
2996,2022-12-11,22,China,Ethereum
2997,2022-12-18,13,China,Ethereum
2998,2022-12-25,25,China,Ethereum
2999,2023-01-01,20,China,Ethereum
3000,2023-01-08,22,China,Ethereum
3001,2023-01-15,20,China,Ethereum
3002,2023-01-22,37,China,Ethereum
3003,2023-01-29,15,China,Ethereum
3004,2023-02-05,26,China,Ethereum
3005,2023-02-12,18,China,Ethereum
3006,2023-02-19,21,China,Ethereum
3007,2023-02-26,22,China,Ethereum
3008,2023-03-05,26,China,Ethereum
3009,2023-03-12,18,China,Ethereum
3010,2023-03-19,26,China,Ethereum
3011,2023-03-26,17,China,Ethereum
3012,2023-04-02,23,China,Ethereum
3013,2023-04-09,25,China,Ethereum
3014,2023-04-16,18,China,Ethereum
3015,2023-04-23,11,China,Ethereum
3016,2023-04-30,18,China,Ethereum
3017,2023-05-07,23,China,Ethereum
3018,2023-05-14,12,China,Ethereum
3019,2023-05-21,13,China,Ethereum
3020,2023-05-28,22,China,Ethereum
3021,2023-06-04,0,China,Ethereum
3022,2023-06-11,18,China,Ethereum
3023,2023-06-18,16,China,Ethereum
3024,2023-06-25,22,China,Ethereum
3025,2023-07-02,0,China,Ethereum
3026,2023-07-09,15,China,Ethereum
3027,2023-07-16,18,China,Ethereum
3028,2023-07-23,17,China,Ethereum
3029,2023-07-30,14,China,Ethereum
3030,2023-08-06,18,China,Ethereum
3031,2023-08-13,12,China,Ethereum
3032,2023-08-20,15,China,Ethereum
3033,2023-08-27,0,China,Ethereum
3034,2023-09-03,13,China,Ethereum
3035,2023-09-10,12,China,Ethereum
3036,2023-09-17,19,China,Ethereum
3037,2023-09-24,16,China,Ethereum
3038,2023-10-01,0,China,Ethereum
3039,2023-10-08,19,China,Ethereum
3040,2023-10-15,21,China,Ethereum
3041,2023-10-22,14,China,Ethereum
3042,2023-10-29,15,China,Ethereum
3043,2023-11-05,17,China,Ethereum
3044,2023-11-12,0,China,Ethereum
3045,2023-11-19,14,China,Ethereum
3046,2023-11-26,14,China,Ethereum
3047,2023-12-03,20,China,Ethereum
3048,2023-12-10,9,China,Ethereum
3049,2023-12-17,18,China,Ethereum
3050,2023-12-24,22,China,Ethereum
3051,2023-12-31,13,China,Ethereum
3052,2024-01-07,18,China,Ethereum
3053,2024-01-14,20,China,Ethereum
3054,2024-01-21,23,China,Ethereum
3055,2024-01-28,20,China,Ethereum
3056,2024-02-04,0,China,Ethereum
3057,2024-02-11,17,China,Ethereum
3058,2024-02-18,19,China,Ethereum
3059,2024-02-25,22,China,Ethereum
3060,2024-03-03,27,China,Ethereum
3061,2024-03-10,20,China,Ethereum
3062,2024-03-17,29,China,Ethereum
3063,2024-03-24,23,China,Ethereum
3064,2024-03-31,18,China,Ethereum
3065,2024-04-07,18,China,Ethereum
3066,2024-04-14,13,China,Ethereum
3067,2024-04-21,19,China,Ethereum
3068,2024-04-28,21,China,Ethereum
3069,2024-05-05,15,China,Ethereum
3070,2024-05-12,15,China,Ethereum
3071,2024-05-19,28,China,Ethereum
3072,2024-05-26,25,China,Ethereum
3073,2024-06-02,19,China,Ethereum
3074,2024-06-09,12,China,Ethereum
3075,2024-06-16,9,China,Ethereum
3076,2024-06-23,24,China,Ethereum
3077,2024-06-30,0,China,Ethereum
3078,2024-07-07,14,China,Ethereum
3079,2024-07-14,17,China,Ethereum
3080,2024-07-21,14,China,Ethereum
3081,2024-07-28,13,China,Ethereum
3082,2024-08-04,17,China,Ethereum
3083,2024-08-11,11,China,Ethereum
3084,2024-08-18,12,China,Ethereum
3085,2024-08-25,18,China,Ethereum
3086,2024-09-01,0,China,Ethereum
3087,2024-09-08,15,China,Ethereum
3088,2024-09-15,19,China,Ethereum
3089,2024-09-22,21,China,Ethereum
3090,2024-09-29,0,China,Ethereum
3091,2024-10-06,16,China,Ethereum
3092,2024-10-13,17,China,Ethereum
3093,2024-10-20,11,China,Ethereum
3094,2024-10-27,18,China,Ethereum
3095,2024-11-03,19,China,Ethereum
3096,2024-11-10,28,China,Ethereum
3097,2024-11-17,23,China,Ethereum
3098,2024-11-24,27,China,Ethereum
3099,2024-12-01,26,China,Ethereum
3100,2024-12-08,21,China,Ethereum
3101,2024-12-15,24,China,Ethereum
3102,2024-12-22,15,China,Ethereum
3103,2024-12-29,20,China,Ethereum
3104,2025-01-05,14,China,Ethereum
3105,2025-01-12,26,China,Ethereum
3106,2025-01-19,19,China,Ethereum
3107,2025-01-26,27,China,Ethereum
3108,2025-02-02,16,China,Ethereum
3109,2025-02-09,26,China,Ethereum
3110,2025-02-16,15,China,Ethereum
3111,2025-02-23,22,China,Ethereum
3112,2025-03-02,20,China,Ethereum
3113,2025-03-09,24,China,Ethereum
3114,2025-03-16,20,China,Ethereum
3115,2025-03-23,0,China,Ethereum
3116,2025-03-30,17,China,Ethereum
3117,2025-04-06,18,China,Ethereum
3118,2025-04-13,0,China,Ethereum
3119,2025-04-20,21,China,Ethereum
3120,2025-04-27,19,China,Ethereum
3121,2025-05-04,25,China,Ethereum
3122,2025-05-11,17,China,Ethereum
3123,2025-05-18,23,China,Ethereum
3124,2025-05-25,15,China,Ethereum
3125,2025-06-01,27,China,Ethereum
3126,2025-06-08,33,China,Ethereum
3127,2025-06-15,13,China,Ethereum
3128,2025-06-22,12,China,Ethereum
3129,2025-06-29,13,China,Ethereum
3130,2025-07-06,18,China,Ethereum
3131,2025-07-13,33,China,Ethereum
3132,2025-07-20,26,China,Ethereum
3133,2025-07-27,26,China,Ethereum
3134,2025-08-03,23,China,Ethereum
3135,2025-08-10,33,China,Ethereum
3136,2025-08-17,22,China,Ethereum
3137,2025-08-24,23,China,Ethereum
3138,2025-08-31,23,China,Ethereum
3139,2025-09-07,30,China,Ethereum
3140,2025-09-14,23,China,Ethereum
3141,2025-09-21,23,China,Ethereum
3142,2025-09-28,23,China,Ethereum
3143,2025-10-05,26,China,Ethereum
3144,2020-10-04,4,Germany,Ethereum
3145,2020-10-11,4,Germany,Ethereum
3146,2020-10-18,5,Germany,Ethereum
3147,2020-10-25,5,Germany,Ethereum
3148,2020-11-01,6,Germany,Ethereum
3149,2020-11-08,8,Germany,Ethereum
3150,2020-11-15,11,Germany,Ethereum
3151,2020-11-22,16,Germany,Ethereum
3152,2020-11-29,13,Germany,Ethereum
3153,2020-12-06,8,Germany,Ethereum
3154,2020-12-13,11,Germany,Ethereum
3155,2020-12-20,14,Germany,Ethereum
3156,2020-12-27,23,Germany,Ethereum
3157,2021-01-03,54,Germany,Ethereum
3158,2021-01-10,38,Germany,Ethereum
3159,2021-01-17,38,Germany,Ethereum
3160,2021-01-24,33,Germany,Ethereum
3161,2021-01-31,44,Germany,Ethereum
3162,2021-02-07,49,Germany,Ethereum
3163,2021-02-14,50,Germany,Ethereum
3164,2021-02-21,48,Germany,Ethereum
3165,2021-02-28,29,Germany,Ethereum
3166,2021-03-07,36,Germany,Ethereum
3167,2021-03-14,31,Germany,Ethereum
3168,2021-03-21,23,Germany,Ethereum
3169,2021-03-28,31,Germany,Ethereum
3170,2021-04-04,35,Germany,Ethereum
3171,2021-04-11,46,Germany,Ethereum
3172,2021-04-18,46,Germany,Ethereum
3173,2021-04-25,46,Germany,Ethereum
3174,2021-05-02,95,Germany,Ethereum
3175,2021-05-09,100,Germany,Ethereum
3176,2021-05-16,98,Germany,Ethereum
3177,2021-05-23,82,Germany,Ethereum
3178,2021-05-30,55,Germany,Ethereum
3179,2021-06-06,44,Germany,Ethereum
3180,2021-06-13,34,Germany,Ethereum
3181,2021-06-20,42,Germany,Ethereum
3182,2021-06-27,32,Germany,Ethereum
3183,2021-07-04,33,Germany,Ethereum
3184,2021-07-11,26,Germany,Ethereum
3185,2021-07-18,31,Germany,Ethereum
3186,2021-07-25,37,Germany,Ethereum
3187,2021-08-01,55,Germany,Ethereum
3188,2021-08-08,57,Germany,Ethereum
3189,2021-08-15,41,Germany,Ethereum
3190,2021-08-22,35,Germany,Ethereum
3191,2021-08-29,51,Germany,Ethereum
3192,2021-09-05,47,Germany,Ethereum
3193,2021-09-12,35,Germany,Ethereum
3194,2021-09-19,36,Germany,Ethereum
3195,2021-09-26,29,Germany,Ethereum
3196,2021-10-03,39,Germany,Ethereum
3197,2021-10-10,44,Germany,Ethereum
3198,2021-10-17,49,Germany,Ethereum
3199,2021-10-24,47,Germany,Ethereum
3200,2021-10-31,49,Germany,Ethereum
3201,2021-11-07,56,Germany,Ethereum
3202,2021-11-14,51,Germany,Ethereum
3203,2021-11-21,43,Germany,Ethereum
3204,2021-11-28,50,Germany,Ethereum
3205,2021-12-05,43,Germany,Ethereum
3206,2021-12-12,38,Germany,Ethereum
3207,2021-12-19,33,Germany,Ethereum
3208,2021-12-26,33,Germany,Ethereum
3209,2022-01-02,43,Germany,Ethereum
3210,2022-01-09,43,Germany,Ethereum
3211,2022-01-16,41,Germany,Ethereum
3212,2022-01-23,51,Germany,Ethereum
3213,2022-01-30,41,Germany,Ethereum
3214,2022-02-06,42,Germany,Ethereum
3215,2022-02-13,34,Germany,Ethereum
3216,2022-02-20,38,Germany,Ethereum
3217,2022-02-27,36,Germany,Ethereum
3218,2022-03-06,27,Germany,Ethereum
3219,2022-03-13,25,Germany,Ethereum
3220,2022-03-20,30,Germany,Ethereum
3221,2022-03-27,35,Germany,Ethereum
3222,2022-04-03,28,Germany,Ethereum
3223,2022-04-10,26,Germany,Ethereum
3224,2022-04-17,21,Germany,Ethereum
3225,2022-04-24,20,Germany,Ethereum
3226,2022-05-01,20,Germany,Ethereum
3227,2022-05-08,36,Germany,Ethereum
3228,2022-05-15,25,Germany,Ethereum
3229,2022-05-22,22,Germany,Ethereum
3230,2022-05-29,23,Germany,Ethereum
3231,2022-06-05,23,Germany,Ethereum
3232,2022-06-12,56,Germany,Ethereum
3233,2022-06-19,39,Germany,Ethereum
3234,2022-06-26,28,Germany,Ethereum
3235,2022-07-03,26,Germany,Ethereum
3236,2022-07-10,24,Germany,Ethereum
3237,2022-07-17,35,Germany,Ethereum
3238,2022-07-24,28,Germany,Ethereum
3239,2022-07-31,26,Germany,Ethereum
3240,2022-08-07,31,Germany,Ethereum
3241,2022-08-14,31,Germany,Ethereum
3242,2022-08-21,24,Germany,Ethereum
3243,2022-08-28,23,Germany,Ethereum
3244,2022-09-04,26,Germany,Ethereum
3245,2022-09-11,47,Germany,Ethereum
3246,2022-09-18,29,Germany,Ethereum
3247,2022-09-25,19,Germany,Ethereum
3248,2022-10-02,19,Germany,Ethereum
3249,2022-10-09,17,Germany,Ethereum
3250,2022-10-16,15,Germany,Ethereum
3251,2022-10-23,20,Germany,Ethereum
3252,2022-10-30,20,Germany,Ethereum
3253,2022-11-06,29,Germany,Ethereum
3254,2022-11-13,22,Germany,Ethereum
3255,2022-11-20,19,Germany,Ethereum
3256,2022-11-27,17,Germany,Ethereum
3257,2022-12-04,17,Germany,Ethereum
3258,2022-12-11,16,Germany,Ethereum
3259,2022-12-18,16,Germany,Ethereum
3260,2022-12-25,14,Germany,Ethereum
3261,2023-01-01,17,Germany,Ethereum
3262,2023-01-08,23,Germany,Ethereum
3263,2023-01-15,24,Germany,Ethereum
3264,2023-01-22,22,Germany,Ethereum
3265,2023-01-29,19,Germany,Ethereum
3266,2023-02-05,18,Germany,Ethereum
3267,2023-02-12,18,Germany,Ethereum
3268,2023-02-19,19,Germany,Ethereum
3269,2023-02-26,16,Germany,Ethereum
3270,2023-03-05,15,Germany,Ethereum
3271,2023-03-12,21,Germany,Ethereum
3272,2023-03-19,23,Germany,Ethereum
3273,2023-03-26,20,Germany,Ethereum
3274,2023-04-02,18,Germany,Ethereum
3275,2023-04-09,28,Germany,Ethereum
3276,2023-04-16,23,Germany,Ethereum
3277,2023-04-23,18,Germany,Ethereum
3278,2023-04-30,17,Germany,Ethereum
3279,2023-05-07,16,Germany,Ethereum
